BMO Financial Group, 429, 650
Atos, 311, 39
LG Electronics, 261, 70
BT, 322, 19
Ubisoft, 232, 40
Mu Sigma, 444, 2
Robert Bosch, 303, 227
Altisource, 259, 200
Orange Business Services, 235, 3
Royal Bank of Canada, 421, 0
Virtusa, 335, 12
Airbus Group, 202, 0
L'Oréal, 289, 410
Patni Computer Systems, 245, 0
Aricent, 864, 23
Polaris FT, 330, 0
Standard Chartered Bank, 557, 50
Symphony Teleca, 375, 22
Exl Service, 245, 11
KPIT Technologies, 247, 0
Zensar Technologies Limited, 242, 0
ABB Group, 209, 1
Persistent Systems (India), 408, 0
Ness Technologies, 287, 18
NIIT Technologies, 266, 113
Scotiabank, 476, 7
Larsen & Toubro, 567, 36
Sasken, 268, 31
KPMG International, 360, 0
CMC, 295, 41
Manulife Financial, 203, 49
Logica, 296, 1
TELUS, 521, 16
GlobalLogic, 279, 54
Cisco Systems India, 440, 0
Vodafone, 365, 26
University of Toronto, 283, 1
Bharat Heavy Electricals, 208, 0
CIBC, 467, 10
Samsung India Software Operations, 273, 0
Hewlett-Packard GlobalSoft, 251, 0
Axis Bank, 244, 0
National University of Singapore, 236, 0
ICICI Bank, 706, 0
Reliance Industries, 349, 0
WalMart Canada, 272, 0
eClerx, 214, 0
Cybage Software, 200, 0
HDFC Bank, 437, 0
Tata Motors, 320, 0
Shoppers Drug Mart, 291, 0
Evalueserve, 255, 0
Australia and New Zealand Banking, 202, 0
ASDA, 201, 0
Robert Bosch India, 406, 0
Bell Canada, 360, 0
HSBC GLT, 249, 0
Canadian Tire, 231, 0
L&T, 211, 1561
Rogers Communications, 526, 0
Tesco, 311, 87
HCL Infosystems, 307, 0
Reliance Communications, 296, 0
WNS, 289, 1
Bharti Airtel, 262, 0
Future Shop, 212, 0
Tata Elxsi, 206, 7
HSBC - HDPI, 202, 0
Loblaw, 201, 0
Tieto, 272, 0
Shaw Communications, 206, 1
